store_id,store_name,store_number,format,address,city,state,postal_code,country,region,open_date,close_date,sq_ft
6263,Croma Airport Dibrugarh #6263,6263,Airport,8718 Main Bazaar,Dibrugarh,Assam,552263,India,India,2023-10-01,,9365
10398,Croma Airport Ludhiana #10398,10398,Airport,6310 Mall Road,Ludhiana,Punjab,317864,India,India,2019-07-05,,28052
11898,Croma Airport Ahmedabad #11898,11898,Airport,5066 Main Bazaar,Ahmedabad,Gujarat,445680,India,India,2024-08-30,,10157
1737,Croma Flagship Kochi #1737,1737,Flagship,4140 MG Road,Kochi,Kerala,747766,India,India,2019-07-13,,2092
2433,Croma Airport Dibrugarh #2433,2433,Airport,8580 Mall Road,Dibrugarh,Assam,660874,India,India,2024-05-07,,27781
5205,Croma Mall Dhanbad #5205,5205,Mall,451 Ring Road,Dhanbad,Jharkhand,497075,India,India,2024-09-27,,11771
7359,Croma Kiosk Jabalpur #7359,7359,Kiosk,5194 Main Bazaar,Jabalpur,Madhya Pradesh,866892,India,India,2019-09-13,,11832
2059,Croma Mall Nashik #2059,2059,Mall,1835 Main Bazaar,Nashik,Maharashtra,314840,India,India,2021-12-31,,13836
77,Croma Outlet Hyderabad #77,77,Outlet,2047 Station Road,Hyderabad,Telangana,746150,India,India,2023-06-27,2024-05-18,15659
391,Croma Kiosk Haridwar #391,391,Kiosk,4769 Main Bazaar,Haridwar,Uttarakhand,804771,India,India,2020-04-10,,29237
5381,Croma Express Kochi #5381,5381,Express,8082 High Street,Kochi,Kerala,834406,India,India,2023-11-04,,8103
8324,Croma Outlet Shimla #8324,8324,Outlet,2636 High Street,Shimla,Himachal Pradesh,403554,India,India,2023-06-06,2023-11-20,6893
8072,Croma Flagship Gurugram #8072,8072,Flagship,5969 Ring Road,Gurugram,Haryana,313895,India,India,2019-08-15,,22902
10088,Croma Kiosk Delhi #10088,10088,Kiosk,1726 MG Road,Delhi,Delhi,425686,India,India,2019-02-14,,8759
8304,Croma Outlet Agra #8304,8304,Outlet,1890 Ring Road,Agra,Uttar Pradesh,189158,India,India,2018-12-29,,19221
11540,Croma Metro Panaji #11540,11540,Metro,9537 Main Bazaar,Panaji,Goa,291880,India,India,2024-01-05,,15074
8695,Croma Express Solan #8695,8695,Express,1620 Station Road,Solan,Himachal Pradesh,313506,India,India,2024-01-10,2024-03-25,14009
874,Croma Kiosk Dehradun #874,874,Kiosk,6873 Ring Road,Dehradun,Uttarakhand,364226,India,India,2019-03-20,,2911
380,Croma Express Jodhpur #380,380,Express,5900 Mall Road,Jodhpur,Rajasthan,407555,India,India,2023-03-19,,7469
7194,Croma Express Jammu #7194,7194,Express,6162 Ring Road,Jammu,Jammu & Kashmir,615137,India,India,2025-03-23,,25077
1263,Croma Flagship Cuttack #1263,1263,Flagship,328 Ring Road,Cuttack,Odisha,833189,India,India,2022-02-04,,12167
7959,Croma Outlet Chandigarh #7959,7959,Outlet,1606 High Street,Chandigarh,Chandigarh,465569,India,India,2020-11-22,,1669
1865,Croma Metro Jammu #1865,1865,Metro,4088 Ring Road,Jammu,Jammu & Kashmir,484889,India,India,2024-11-03,2025-09-04,9991
11705,Croma Mall Dhanbad #11705,11705,Mall,4784 Main Bazaar,Dhanbad,Jharkhand,856242,India,India,2018-10-13,,28937
10111,Croma Flagship Gurugram #10111,10111,Flagship,7030 Mall Road,Gurugram,Haryana,370491,India,India,2019-06-19,,19294
8961,Croma Airport Haridwar #8961,8961,Airport,5116 Main Bazaar,Haridwar,Uttarakhand,603994,India,India,2018-03-16,,27969
6178,Croma Express Ranchi #6178,6178,Express,8169 Station Road,Ranchi,Jharkhand,758458,India,India,2022-08-06,,21907
718,Croma Kiosk Chennai #718,718,Kiosk,4838 Ring Road,Chennai,Tamil Nadu,743780,India,India,2020-08-04,,22606
986,Croma Metro Cuttack #986,986,Metro,6012 MG Road,Cuttack,Odisha,619965,India,India,2023-07-15,,26918
5550,Croma Outlet Silchar #5550,5550,Outlet,2524 Mall Road,Silchar,Assam,189381,India,India,2019-11-03,,13252
5970,Croma Outlet Tiruchirappalli #5970,5970,Outlet,2446 High Street,Tiruchirappalli,Tamil Nadu,762544,India,India,2023-08-29,,20449
690,Croma High Street Mangaluru #690,690,High Street,5848 High Street,Mangaluru,Karnataka,696466,India,India,2022-04-18,,808
622,Croma Kiosk Ahmedabad #622,622,Kiosk,2070 Station Road,Ahmedabad,Gujarat,507374,India,India,2020-05-06,,7040
7721,Croma Outlet New Delhi #7721,7721,Outlet,2177 High Street,New Delhi,Delhi,456983,India,India,2021-03-12,,13696
9587,Croma Flagship Shimla #9587,9587,Flagship,2921 Mall Road,Shimla,Himachal Pradesh,471735,India,India,2021-10-14,2023-01-11,16121
11840,Croma Express Puducherry #11840,11840,Express,4852 Station Road,Puducherry,Puducherry,787679,India,India,2023-05-04,,4197
3631,Croma Metro Noida #3631,3631,Metro,8259 MG Road,Noida,Uttar Pradesh,695003,India,India,2025-01-30,,14199
2544,Croma Airport Nizamabad #2544,2544,Airport,1407 MG Road,Nizamabad,Telangana,680626,India,India,2023-05-31,,1210
9057,Croma Outlet Rourkela #9057,9057,Outlet,7141 Station Road,Rourkela,Odisha,633938,India,India,2018-04-30,,19344
4315,Croma Express Thane #4315,4315,Express,6332 High Street,Thane,Maharashtra,291099,India,India,2023-01-16,,28372
5420,Croma Airport Delhi #5420,5420,Airport,4513 Ring Road,Delhi,Delhi,219842,India,India,2021-03-14,,1392
6269,Croma Mall Vijayawada #6269,6269,Mall,6243 Station Road,Vijayawada,Andhra Pradesh,268315,India,India,2019-01-24,,1188
11910,Croma Mall Bhilai #11910,11910,Mall,3517 Mall Road,Bhilai,Chhattisgarh,623829,India,India,2025-01-11,,5235
3029,Croma Outlet Bilaspur #3029,3029,Outlet,2003 Ring Road,Bilaspur,Chhattisgarh,833456,India,India,2024-11-05,,13711
4880,Croma Kiosk Howrah #4880,4880,Kiosk,2523 MG Road,Howrah,West Bengal,526708,India,India,2020-10-29,2022-10-04,6684
9592,Croma High Street Srinagar #9592,9592,High Street,7748 High Street,Srinagar,Jammu & Kashmir,805871,India,India,2024-08-07,2025-07-19,5822
1121,Croma Metro Tiruchirappalli #1121,1121,Metro,63 High Street,Tiruchirappalli,Tamil Nadu,687240,India,India,2025-05-07,,6348
4534,Croma Metro Shimla #4534,4534,Metro,1834 Station Road,Shimla,Himachal Pradesh,409479,India,India,2020-12-09,,15478
7025,Croma Airport Bhilai #7025,7025,Airport,2625 Station Road,Bhilai,Chhattisgarh,285868,India,India,2019-05-08,,23239
58,Croma High Street Karnal #58,58,High Street,6289 Ring Road,Karnal,Haryana,632404,India,India,2020-11-26,,22417
7382,Croma Mall Tirupati #7382,7382,Mall,213 MG Road,Tirupati,Andhra Pradesh,347412,India,India,2022-09-07,,25782
7742,Croma High Street Guwahati #7742,7742,High Street,3514 Station Road,Guwahati,Assam,814839,India,India,2022-06-09,,21414
8366,Croma Mall Nashik #8366,8366,Mall,3485 MG Road,Nashik,Maharashtra,304870,India,India,2018-06-01,2019-11-03,11097
2170,Croma Mall Shimla #2170,2170,Mall,7739 High Street,Shimla,Himachal Pradesh,189356,India,India,2023-07-10,,11083
5026,Croma Metro Agra #5026,5026,Metro,5025 Station Road,Agra,Uttar Pradesh,161606,India,India,2024-08-07,,11728
8944,Croma Airport Puducherry #8944,8944,Airport,7635 Mall Road,Puducherry,Puducherry,446126,India,India,2025-05-04,,19825
5427,Croma Airport Cuttack #5427,5427,Airport,8197 Mall Road,Cuttack,Odisha,238739,India,India,2020-06-24,,23627
9669,Croma Metro Udaipur #9669,9669,Metro,2125 Station Road,Udaipur,Rajasthan,479599,India,India,2018-09-16,2021-01-11,1673
4766,Croma Express Gaya #4766,4766,Express,828 Station Road,Gaya,Bihar,202050,India,India,2022-10-12,,12132
1124,Croma High Street Solan #1124,1124,High Street,177 Station Road,Solan,Himachal Pradesh,556962,India,India,2019-02-25,,24638
2736,Croma Express Nagpur #2736,2736,Express,6619 Main Bazaar,Nagpur,Maharashtra,492608,India,India,2023-09-18,2025-05-28,17724
2999,Croma High Street Nashik #2999,2999,High Street,1503 High Street,Nashik,Maharashtra,733495,India,India,2024-09-01,,27937
1285,Croma Airport Visakhapatnam #1285,1285,Airport,5756 High Street,Visakhapatnam,Andhra Pradesh,206809,India,India,2020-11-04,,24435
5703,Croma Mall Rajkot #5703,5703,Mall,3362 MG Road,Rajkot,Gujarat,548934,India,India,2021-02-26,,8106
7501,Croma Kiosk Kanpur #7501,7501,Kiosk,7946 Ring Road,Kanpur,Uttar Pradesh,417729,India,India,2022-11-21,2023-08-31,12899
991,Croma High Street Thrissur #991,991,High Street,7206 Main Bazaar,Thrissur,Kerala,652938,India,India,2019-07-16,,11184
7265,Croma Airport Jamshedpur #7265,7265,Airport,9265 Mall Road,Jamshedpur,Jharkhand,305726,India,India,2021-04-09,,5118
5020,Croma Metro Agra #5020,5020,Metro,8883 High Street,Agra,Uttar Pradesh,141307,India,India,2020-12-03,,18151
3935,Croma Kiosk Ludhiana #3935,3935,Kiosk,5090 MG Road,Ludhiana,Punjab,513321,India,India,2022-01-07,,18962
3678,Croma Kiosk Chennai #3678,3678,Kiosk,7672 High Street,Chennai,Tamil Nadu,862600,India,India,2023-11-30,,1501
4163,Croma Flagship Aurangabad #4163,4163,Flagship,7083 High Street,Aurangabad,Maharashtra,578667,India,India,2021-06-17,,5238
5883,Croma Express Margao #5883,5883,Express,1588 Main Bazaar,Margao,Goa,464261,India,India,2024-12-26,,6170
872,Croma Mall Srinagar #872,872,Mall,550 Ring Road,Srinagar,Jammu & Kashmir,130938,India,India,2021-08-03,,18135
4825,Croma Flagship Belagavi #4825,4825,Flagship,5227 High Street,Belagavi,Karnataka,403553,India,India,2023-04-18,,13815
6504,Croma Metro Pune #6504,6504,Metro,5284 Station Road,Pune,Maharashtra,159429,India,India,2021-08-12,,15397
8172,Croma Flagship Coimbatore #8172,8172,Flagship,8710 Station Road,Coimbatore,Tamil Nadu,546291,India,India,2019-09-17,2020-02-20,29718
1248,Croma Metro Shimla #1248,1248,Metro,6251 Station Road,Shimla,Himachal Pradesh,519444,India,India,2021-04-15,,14520
11497,Croma Airport Bhagalpur #11497,11497,Airport,3665 Main Bazaar,Bhagalpur,Bihar,553201,India,India,2018-02-06,,18844
5345,Croma Flagship Jammu #5345,5345,Flagship,8891 High Street,Jammu,Jammu & Kashmir,506448,India,India,2018-08-06,,3734
4489,Croma Metro Solan #4489,4489,Metro,2633 Main Bazaar,Solan,Himachal Pradesh,443183,India,India,2025-03-14,,29910
1345,Croma Kiosk Margao #1345,1345,Kiosk,685 Station Road,Margao,Goa,620898,India,India,2022-04-28,,25577
10909,Croma Mall Vijayawada #10909,10909,Mall,1460 Main Bazaar,Vijayawada,Andhra Pradesh,510355,India,India,2022-07-26,,9337
1898,Croma Outlet Delhi #1898,1898,Outlet,8493 Main Bazaar,Delhi,Delhi,637426,India,India,2024-01-23,,24798
4799,Croma High Street Puducherry #4799,4799,High Street,2626 MG Road,Puducherry,Puducherry,125294,India,India,2019-02-13,,1061
10768,Croma Airport Bilaspur #10768,10768,Airport,3797 Mall Road,Bilaspur,Chhattisgarh,298341,India,India,2018-03-21,,16070
11732,Croma High Street Delhi #11732,11732,High Street,2277 Main Bazaar,Delhi,Delhi,695829,India,India,2021-11-05,,1158
11572,Croma Outlet Margao #11572,11572,Outlet,1371 MG Road,Margao,Goa,457581,India,India,2025-06-19,,1806
1281,Croma Flagship Chandigarh #1281,1281,Flagship,4779 Ring Road,Chandigarh,Chandigarh,793206,India,India,2019-02-28,,29303
6532,Croma High Street Patna #6532,6532,High Street,9350 Ring Road,Patna,Bihar,120664,India,India,2022-10-18,,16709
5353,Croma Outlet Chandigarh #5353,5353,Outlet,8294 High Street,Chandigarh,Chandigarh,293093,India,India,2025-06-23,,12061
664,Croma High Street Cuttack #664,664,High Street,6367 Main Bazaar,Cuttack,Odisha,396413,India,India,2019-01-06,,3933
2210,Croma Metro Jamshedpur #2210,2210,Metro,1049 Mall Road,Jamshedpur,Jharkhand,306886,India,India,2024-03-04,2024-03-04,3620
6131,Croma Flagship New Delhi #6131,6131,Flagship,1925 Main Bazaar,New Delhi,Delhi,326852,India,India,2022-02-24,2024-03-11,28411
1296,Croma Outlet Haridwar #1296,1296,Outlet,3121 Mall Road,Haridwar,Uttarakhand,214337,India,India,2025-02-23,,29890
9392,Croma High Street Gwalior #9392,9392,High Street,9941 MG Road,Gwalior,Madhya Pradesh,192283,India,India,2020-05-23,2025-02-04,19753
6331,Croma Metro Chandigarh #6331,6331,Metro,4717 Mall Road,Chandigarh,Chandigarh,129946,India,India,2025-04-28,,18550
3372,Croma Airport Visakhapatnam #3372,3372,Airport,6538 Main Bazaar,Visakhapatnam,Andhra Pradesh,194309,India,India,2022-06-04,,28516
7596,Croma High Street Bhopal #7596,7596,High Street,9409 Mall Road,Bhopal,Madhya Pradesh,797919,India,India,2024-06-26,,7237
9359,Croma Kiosk Rourkela #9359,9359,Kiosk,6887 Main Bazaar,Rourkela,Odisha,399140,India,India,2021-10-08,,25044
8671,Croma Express Dhanbad #8671,8671,Express,3735 Main Bazaar,Dhanbad,Jharkhand,787438,India,India,2021-05-12,,22491
7493,Croma Flagship Madurai #7493,7493,Flagship,1917 Main Bazaar,Madurai,Tamil Nadu,377571,India,India,2019-02-13,,11709
9114,Croma Mall Patna #9114,9114,Mall,679 Ring Road,Patna,Bihar,490527,India,India,2024-09-26,2025-01-18,23836
3371,Croma Flagship Siliguri #3371,3371,Flagship,7587 Main Bazaar,Siliguri,West Bengal,576690,India,India,2018-06-27,,16805
8987,Croma Kiosk Jalandhar #8987,8987,Kiosk,8453 Main Bazaar,Jalandhar,Punjab,458124,India,India,2022-12-30,,4326
4323,Croma Airport Panipat #4323,4323,Airport,1987 Main Bazaar,Panipat,Haryana,157403,India,India,2025-06-07,,1965
10730,Croma Express Shimla #10730,10730,Express,265 Mall Road,Shimla,Himachal Pradesh,155233,India,India,2023-03-10,,2392
6387,Croma Mall Ghaziabad #6387,6387,Mall,2825 MG Road,Ghaziabad,Uttar Pradesh,405692,India,India,2019-10-17,,8152
4510,Croma Metro Dehradun #4510,4510,Metro,3893 High Street,Dehradun,Uttarakhand,362640,India,India,2018-04-11,,18549
4225,Croma High Street Panipat #4225,4225,High Street,1010 MG Road,Panipat,Haryana,733560,India,India,2020-08-18,,28265
6700,Croma Mall Raipur #6700,6700,Mall,5287 MG Road,Raipur,Chhattisgarh,759169,India,India,2022-06-09,,816
10926,Croma Express New Delhi #10926,10926,Express,185 Station Road,New Delhi,Delhi,183016,India,India,2022-05-18,,24291
1059,Croma Express Panipat #1059,1059,Express,6130 Station Road,Panipat,Haryana,145847,India,India,2024-05-02,,27859
601,Croma High Street Chandigarh #601,601,High Street,7895 MG Road,Chandigarh,Chandigarh,724796,India,India,2021-12-11,,16244
10668,Croma High Street Bengaluru #10668,10668,High Street,7616 Mall Road,Bengaluru,Karnataka,754441,India,India,2025-07-03,,4846
7290,Croma Airport Dibrugarh #7290,7290,Airport,3529 Ring Road,Dibrugarh,Assam,342762,India,India,2024-11-12,,28849
1752,Croma Express Mysuru #1752,1752,Express,2995 Main Bazaar,Mysuru,Karnataka,405624,India,India,2024-03-11,,5295
3472,Croma Airport Kolkata #3472,3472,Airport,9242 MG Road,Kolkata,West Bengal,781832,India,India,2025-05-31,,9683
3148,Croma Flagship Kochi #3148,3148,Flagship,5466 Station Road,Kochi,Kerala,538141,India,India,2020-04-15,,21138
8758,Croma Mall Kochi #8758,8758,Mall,7801 Mall Road,Kochi,Kerala,515326,India,India,2020-08-13,,12326
3048,Croma Metro Jaipur #3048,3048,Metro,3488 Station Road,Jaipur,Rajasthan,551161,India,India,2025-02-27,2025-08-14,25785
4480,Croma Flagship Jabalpur #4480,4480,Flagship,7950 High Street,Jabalpur,Madhya Pradesh,515083,India,India,2023-08-22,,20815
6525,Croma Flagship Bhilai #6525,6525,Flagship,4009 Ring Road,Bhilai,Chhattisgarh,199985,India,India,2023-09-21,,8940
9792,Croma Flagship Coimbatore #9792,9792,Flagship,6824 Main Bazaar,Coimbatore,Tamil Nadu,181080,India,India,2024-11-09,,5006
2763,Croma High Street Bilaspur #2763,2763,High Street,7199 Ring Road,Bilaspur,Chhattisgarh,295187,India,India,2020-04-16,,17286
557,Croma High Street Guwahati #557,557,High Street,2001 Station Road,Guwahati,Assam,471286,India,India,2021-05-02,,2856
2526,Croma Outlet Vadodara #2526,2526,Outlet,9907 Ring Road,Vadodara,Gujarat,817328,India,India,2018-12-31,,21320
258,Croma Airport Jabalpur #258,258,Airport,5454 Station Road,Jabalpur,Madhya Pradesh,413522,India,India,2023-02-21,,3986
8024,Croma High Street Kota #8024,8024,High Street,8635 Ring Road,Kota,Rajasthan,532927,India,India,2024-10-28,,20613
4016,Croma Kiosk Solan #4016,4016,Kiosk,4947 Ring Road,Solan,Himachal Pradesh,302556,India,India,2021-01-30,,12843
3818,Croma Kiosk Jabalpur #3818,3818,Kiosk,3865 Ring Road,Jabalpur,Madhya Pradesh,304094,India,India,2021-07-14,,16162
5811,Croma Flagship Surat #5811,5811,Flagship,3372 High Street,Surat,Gujarat,801792,India,India,2024-03-30,,16129
4451,Croma Flagship Noida #4451,4451,Flagship,4061 Ring Road,Noida,Uttar Pradesh,316766,India,India,2022-09-24,,1026
9579,Croma Kiosk Vijayawada #9579,9579,Kiosk,9550 Station Road,Vijayawada,Andhra Pradesh,299778,India,India,2024-01-02,,15703
1424,Croma Mall Tirupati #1424,1424,Mall,9203 Main Bazaar,Tirupati,Andhra Pradesh,512855,India,India,2022-01-09,,19844
593,Croma Kiosk Dibrugarh #593,593,Kiosk,1665 Main Bazaar,Dibrugarh,Assam,587731,India,India,2019-06-04,,3814
10479,Croma Airport Bhilai #10479,10479,Airport,5743 MG Road,Bhilai,Chhattisgarh,785003,India,India,2020-04-03,,29665
9332,Croma Mall Solan #9332,9332,Mall,3015 MG Road,Solan,Himachal Pradesh,173481,India,India,2019-11-30,,23549
210,Croma Airport Gaya #210,210,Airport,8684 Mall Road,Gaya,Bihar,530242,India,India,2018-12-03,,1760
1068,Croma Airport Jalandhar #1068,1068,Airport,8483 Ring Road,Jalandhar,Punjab,618254,India,India,2022-11-17,,23515
1763,Croma Kiosk Puducherry #1763,1763,Kiosk,5067 High Street,Puducherry,Puducherry,127481,India,India,2020-07-16,,10336
10462,Croma Mall Bhubaneswar #10462,10462,Mall,3082 High Street,Bhubaneswar,Odisha,807208,India,India,2019-11-08,,25651
4173,Croma Flagship Bhagalpur #4173,4173,Flagship,973 Main Bazaar,Bhagalpur,Bihar,353790,India,India,2020-10-07,,23480
7807,Croma Kiosk Patiala #7807,7807,Kiosk,7920 Mall Road,Patiala,Punjab,292080,India,India,2024-08-24,,6645
4864,Croma Mall Agra #4864,4864,Mall,7820 High Street,Agra,Uttar Pradesh,265965,India,India,2025-06-28,,23468
3128,Croma Outlet Warangal #3128,3128,Outlet,761 Ring Road,Warangal,Telangana,501742,India,India,2021-09-05,,13842
2947,Croma Mall Aurangabad #2947,2947,Mall,878 Mall Road,Aurangabad,Maharashtra,695148,India,India,2025-04-16,,13112
1120,Croma Kiosk Chandigarh #1120,1120,Kiosk,9472 Ring Road,Chandigarh,Chandigarh,572370,India,India,2022-08-24,,14064
2435,Croma Flagship Nashik #2435,2435,Flagship,2247 High Street,Nashik,Maharashtra,694125,India,India,2023-06-02,,9006
10066,Croma Flagship Mumbai #10066,10066,Flagship,749 Station Road,Mumbai,Maharashtra,546667,India,India,2018-05-02,,809
10186,Croma Airport Bhubaneswar #10186,10186,Airport,6191 Station Road,Bhubaneswar,Odisha,563946,India,India,2023-04-19,,15230
10621,Croma Mall Gaya #10621,10621,Mall,968 MG Road,Gaya,Bihar,836734,India,India,2021-09-12,,18426
501,Croma Flagship Gurugram #501,501,Flagship,4148 Station Road,Gurugram,Haryana,403850,India,India,2022-09-21,,27099
2316,Croma Express Coimbatore #2316,2316,Express,1679 Main Bazaar,Coimbatore,Tamil Nadu,299179,India,India,2019-08-06,,4071
6585,Croma Airport Kota #6585,6585,Airport,507 Main Bazaar,Kota,Rajasthan,557449,India,India,2020-01-12,,21095
11654,Croma Kiosk Chandigarh #11654,11654,Kiosk,2408 Main Bazaar,Chandigarh,Chandigarh,270113,India,India,2020-12-16,,4028
8195,Croma High Street Noida #8195,8195,High Street,6541 MG Road,Noida,Uttar Pradesh,463461,India,India,2020-07-23,,16846
6182,Croma Mall Dhanbad #6182,6182,Mall,4202 Mall Road,Dhanbad,Jharkhand,792191,India,India,2021-01-04,,17792
388,Croma High Street Jaipur #388,388,High Street,4674 Ring Road,Jaipur,Rajasthan,514636,India,India,2021-02-17,,3519
10728,Croma Express Guwahati #10728,10728,Express,6274 High Street,Guwahati,Assam,201691,India,India,2021-07-28,,27598
810,Croma Express Bhubaneswar #810,810,Express,2084 Main Bazaar,Bhubaneswar,Odisha,523151,India,India,2019-09-24,,8233
4600,Croma High Street Panaji #4600,4600,High Street,4055 Station Road,Panaji,Goa,293550,India,India,2021-04-05,,16164
2558,Croma Airport Panaji #2558,2558,Airport,4846 Station Road,Panaji,Goa,606296,India,India,2023-02-13,,25905
9750,Croma Kiosk Jodhpur #9750,9750,Kiosk,171 High Street,Jodhpur,Rajasthan,596461,India,India,2025-07-12,,26680
206,Croma Flagship Bilaspur #206,206,Flagship,887 High Street,Bilaspur,Chhattisgarh,644513,India,India,2022-09-17,,22579
782,Croma Mall Lucknow #782,782,Mall,3809 High Street,Lucknow,Uttar Pradesh,330016,India,India,2022-05-11,,27187
1226,Croma Metro Bhagalpur #1226,1226,Metro,5437 Mall Road,Bhagalpur,Bihar,309706,India,India,2019-09-20,,18036
9489,Croma Airport Gurugram #9489,9489,Airport,2715 MG Road,Gurugram,Haryana,276489,India,India,2020-10-11,,9780
4067,Croma Outlet Jaipur #4067,4067,Outlet,1702 Main Bazaar,Jaipur,Rajasthan,223285,India,India,2018-05-24,,25476
1806,Croma Kiosk Raipur #1806,1806,Kiosk,9810 Ring Road,Raipur,Chhattisgarh,677506,India,India,2018-07-06,,9763
11682,Croma High Street Guntur #11682,11682,High Street,4046 MG Road,Guntur,Andhra Pradesh,709458,India,India,2021-04-24,,26843
5646,Croma Metro Thane #5646,5646,Metro,6556 Ring Road,Thane,Maharashtra,662825,India,India,2023-02-21,,17417
6355,Croma High Street Indore #6355,6355,High Street,621 Mall Road,Indore,Madhya Pradesh,633908,India,India,2020-12-07,,10014
1896,Croma Express Warangal #1896,1896,Express,6561 Station Road,Warangal,Telangana,394207,India,India,2023-01-01,,25529
777,Croma Airport Surat #777,777,Airport,8756 Station Road,Surat,Gujarat,779315,India,India,2022-01-24,,7064
11350,Croma Airport Solan #11350,11350,Airport,548 MG Road,Solan,Himachal Pradesh,263097,India,India,2025-06-06,,24433
4338,Croma Express Kolkata #4338,4338,Express,453 High Street,Kolkata,West Bengal,589218,India,India,2023-04-29,,20988
4692,Croma Express Jammu #4692,4692,Express,7103 Ring Road,Jammu,Jammu & Kashmir,804932,India,India,2025-03-28,,13725
594,Croma High Street Delhi #594,594,High Street,5307 Ring Road,Delhi,Delhi,434292,India,India,2020-03-24,,29775
8440,Croma Metro Jammu #8440,8440,Metro,1421 Main Bazaar,Jammu,Jammu & Kashmir,609723,India,India,2019-01-28,2022-09-20,9630
10341,Croma Outlet Haridwar #10341,10341,Outlet,2645 MG Road,Haridwar,Uttarakhand,158570,India,India,2018-03-23,,19966
6774,Croma Airport Puducherry #6774,6774,Airport,5114 High Street,Puducherry,Puducherry,717734,India,India,2023-07-14,,3191
7107,Croma Kiosk Chandigarh #7107,7107,Kiosk,9118 High Street,Chandigarh,Chandigarh,278099,India,India,2018-04-10,,19293
9811,Croma Kiosk Kolkata #9811,9811,Kiosk,6520 Mall Road,Kolkata,West Bengal,236176,India,India,2023-03-30,,6756
11371,Croma Metro Srinagar #11371,11371,Metro,4898 Mall Road,Srinagar,Jammu & Kashmir,676337,India,India,2018-10-23,,11673
7589,Croma Flagship Bhilai #7589,7589,Flagship,1094 Main Bazaar,Bhilai,Chhattisgarh,864835,India,India,2020-06-20,,8558
930,Croma Metro Solan #930,930,Metro,1767 Mall Road,Solan,Himachal Pradesh,343057,India,India,2022-09-12,,19921
2771,Croma Metro Amritsar #2771,2771,Metro,5149 High Street,Amritsar,Punjab,311225,India,India,2019-05-18,,7450
11443,Croma Flagship Cuttack #11443,11443,Flagship,4921 Ring Road,Cuttack,Odisha,834826,India,India,2024-09-01,,8306
6174,Croma Flagship Chandigarh #6174,6174,Flagship,757 Station Road,Chandigarh,Chandigarh,619583,India,India,2024-03-01,,24668
710,Croma Mall Ahmedabad #710,710,Mall,7321 Main Bazaar,Ahmedabad,Gujarat,622966,India,India,2019-02-13,2024-11-23,3097
5385,Croma High Street Gurugram #5385,5385,High Street,6887 Mall Road,Gurugram,Haryana,300721,India,India,2025-02-18,,12413
6165,Croma Airport Cuttack #6165,6165,Airport,3835 Main Bazaar,Cuttack,Odisha,379065,India,India,2023-01-13,2023-11-05,28576
6660,Croma Kiosk Patiala #6660,6660,Kiosk,8807 Main Bazaar,Patiala,Punjab,800256,India,India,2022-12-22,,4019
240,Croma Mall Bhopal #240,240,Mall,3162 MG Road,Bhopal,Madhya Pradesh,406257,India,India,2018-01-19,,15506
6135,Croma Metro Panipat #6135,6135,Metro,2019 Ring Road,Panipat,Haryana,636468,India,India,2020-06-18,,9693
11754,Croma Flagship Margao #11754,11754,Flagship,4142 High Street,Margao,Goa,673673,India,India,2018-01-28,,1219
11692,Croma Flagship Gurugram #11692,11692,Flagship,1593 Main Bazaar,Gurugram,Haryana,701996,India,India,2018-02-02,,11850
7824,Croma Mall Visakhapatnam #7824,7824,Mall,7071 Main Bazaar,Visakhapatnam,Andhra Pradesh,593900,India,India,2024-09-29,,20471
8214,Croma Express Kolkata #8214,8214,Express,9530 Ring Road,Kolkata,West Bengal,768677,India,India,2020-02-27,,23651
8956,Croma Airport Solan #8956,8956,Airport,1000 MG Road,Solan,Himachal Pradesh,419802,India,India,2025-01-31,,2797
3859,Croma Flagship Vadodara #3859,3859,Flagship,746 Mall Road,Vadodara,Gujarat,480936,India,India,2023-09-10,,13851
238,Croma Metro Puducherry #238,238,Metro,5825 MG Road,Puducherry,Puducherry,198778,India,India,2018-09-01,2018-12-26,8833
10895,Croma Flagship Puducherry #10895,10895,Flagship,843 MG Road,Puducherry,Puducherry,493737,India,India,2018-10-27,,5610
11362,Croma Kiosk Bhilai #11362,11362,Kiosk,7209 Ring Road,Bhilai,Chhattisgarh,380939,India,India,2024-03-27,2024-12-31,18273
9698,Croma High Street Nashik #9698,9698,High Street,9190 High Street,Nashik,Maharashtra,759865,India,India,2023-08-07,,8388
3460,Croma Outlet Bhagalpur #3460,3460,Outlet,3966 Station Road,Bhagalpur,Bihar,751348,India,India,2018-10-15,,20620
6310,Croma Airport Shimla #6310,6310,Airport,3467 Ring Road,Shimla,Himachal Pradesh,599925,India,India,2020-05-05,,8895
3039,Croma Outlet Guwahati #3039,3039,Outlet,9076 Station Road,Guwahati,Assam,666663,India,India,2020-03-19,,25422
3867,Croma Outlet Puducherry #3867,3867,Outlet,6190 MG Road,Puducherry,Puducherry,489206,India,India,2021-11-09,,20661
10407,Croma Mall Tirupati #10407,10407,Mall,4690 Ring Road,Tirupati,Andhra Pradesh,825071,India,India,2024-04-29,,14047
6726,Croma Outlet Bhilai #6726,6726,Outlet,6004 Station Road,Bhilai,Chhattisgarh,337792,India,India,2021-06-02,,19754
3883,Croma Kiosk Silchar #3883,3883,Kiosk,3955 Mall Road,Silchar,Assam,469427,India,India,2021-03-02,,29186
